Power status;Alerts status;Meters status;Accounting status;In Contract;Connection type;Company;Printer;Printer's address;Manufacturer;Model;Serial;Site;Department;Contact;Asset number;Location;Days without meters;PAT;Last meter
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;DF-KYOCERA-CL-Sede-417-02;172.30.61.238;Kyocera;ECOSYS MA3500cix;H7Q4901638;Brasília;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;DF-KYOCERA-CL-Sede-457;172.30.61.237;Kyocera;ECOSYS MA3500cix;H7Q4901643;Brasília;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-PCOCALDAS-02;10.64.31.13;Kyocera;ECOSYS MA3500cix;H7Q4901500;Minas Gerais;GRTE - Poços de Caldas;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-VARGINHA-GABINETE;10.48.31.13;Kyocera;ECOSYS MA3500cix;H7Q4901504;Minas Gerais;GRTE - Varginha;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-TRSPONTAS-01;10.44.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X45212;Minas Gerais;ARTE - Três Pontas;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SMG-POLITICAS-01;10.28.31.27;Kyocera;ECOSYS MA5500ifx;WDS4940206;Minas Gerais;SRTE - Sede Belo Horizonte;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SMG-COMUNICACAO-01;10.28.31.16;Kyocera;TASKalfa 3554ci;H5S4700190;Minas Gerais;SRTE - Sede Belo Horizonte;;;;0;;09/09/2025
Unknown;Incompatible;CountersEnabled;NoBillingData;False;Local;MINISTERIO_TRABALHO_EMPREGO_MTE;MTE- Boa Esperança;DESKTOP-D0GUQ7E;Kyocera;ECOSYS MA5500ifx;WDS4X42022;Minas Gerais;ARTE - Boa Esperança;;;;1;;08/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;Campo Belo - MG;192.168.0.100;Kyocera;ECOSYS MA5500ifx;WDS4X42064;Minas Gerais;ARTE - Campo Belo;;;;49;;22/07/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-LAVRAS-01;10.15.31.11;Kyocera;ECOSYS MA5500ifx;WDS4939202;Minas Gerais;ARTE - Lavras;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-OLIVEIRA-01;10.53.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X42023;Minas Gerais;ARTE - Oliveira;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-DIVINOPOLIS-ATENDIMENTO;10.3.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X42008;Minas Gerais;GRTE - Divinópolis;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-DIVINOPOLIS-CDT;10.3.31.14;Kyocera;ECOSYS MA3500cix;H7Q4901507;Minas Gerais;GRTE - Divinópolis;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-DIVINOPOLIS-GERENCIA;10.3.31.12;Kyocera;ECOSYS MA5500ifx;WDS4X41859;Minas Gerais;GRTE - Divinópolis;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-CURVELO-01;10.10.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X45213;Minas Gerais;ARTE - Curvelo;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-PIRAPORA-01;10.63.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X45255;Minas Gerais;ARTE - Pirapora;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-MNTCLAROS-ATENDIMENTO;10.67.31.11;Kyocera;ECOSYS MA5500ifx;WDS4939738;Minas Gerais;GRTE - Montes Claros;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-MNTCLAROS-FISCALIZACAO;10.67.31.12;Kyocera;ECOSYS MA5500ifx;WDS4X45258;Minas Gerais;GRTE - Montes Claros;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-MNTCLAROS-GABINETE;10.67.31.13;Kyocera;ECOSYS MA3500cix;H7Q4901497;Minas Gerais;GRTE - Montes Claros;;;;0;;09/09/2025
Unknown;Incompatible;CountersEnabled;NoBillingData;False;Local;MINISTERIO_TRABALHO_EMPREGO_MTE;Bocaiúva - MTE MG;AMG-90182;Kyocera;ECOSYS MA5500ifx;WDS4940025;Minas Gerais;ARTE - Bocaiuva;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-IPATINGA-ATENDIMENTO;10.6.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X42799;Minas Gerais;GRTE - Ipatinga;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-IPATINGA-GERENCIA;10.6.31.12;Kyocera;ECOSYS MA3500cix;H7Q4901502;Minas Gerais;GRTE - Ipatinga;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-ITABIRA-01;10.7.31.11;Kyocera;ECOSYS MA5500ifx;WDS4940034;Minas Gerais;ARTE - Itabira;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-CLAFAIETE-GERENCIA;10.33.31.12;Kyocera;ECOSYS MA3500cix;H7Q4901531;Minas Gerais;GRTE - Conselheiro Lafaiete;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-CLAFAIETE-ATENDIMENTO;10.33.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X45231;Minas Gerais;GRTE - Conselheiro Lafaiete;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-JUIZDFORA-SEINT;10.1.31.13;Kyocera;ECOSYS MA5500ifx;WDS4X45214;Minas Gerais;GRTE - Juiz de Fora;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-JUIZDFORA-PB;10.1.31.12;Kyocera;ECOSYS MA5500ifx;WDS4X42012;Minas Gerais;GRTE - Juiz de Fora;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-JUIZDFORA-CL;10.1.31.11;Kyocera;ECOSYS MA3500cix;H7Q4901440;Minas Gerais;GRTE - Juiz de Fora;;;;0;;09/09/2025
Off;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-UNAI-01;10.19.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X45342;Minas Gerais;ARTE - Unaí;;;;1;;08/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-JOAOMONLVD-01;10.11.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X42776;Minas Gerais;ARTE - João Monlevade;;;;0;;09/09/2025
Off;OrangeEvent;NoCountersRecently;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SMG-TI-01;10.0.31.133;Kyocera;ECOSYS MA5500ifx;WDS4938677;Minas Gerais;SRTE - Sede Belo Horizonte;;;;8;;01/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;APB-PATOS-01;10.3.83.150;Kyocera;ECOSYS MA5500ifx;WDS3X14374;Paraíba;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-PARACATU-01;10.58.31.11;Kyocera;ECOSYS MA5500ifx;WDS4940015;Minas Gerais;GRTE - Paracatu;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-MANHCU-01;10.20.31.11;Kyocera;ECOSYS MA3500cix;H7Q4901527;Minas Gerais;ARTE - Manhuaçu;;;;1;;08/09/2025
Unknown;NoMonitoringRecently;NoCountersData;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-ARACUAI-01;10.23.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X42284;Minas Gerais;ARTE - Araçuaí;;;;-;;-
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-SERET-01;10.0.85.8;Kyocera;ECOSYS M3655idn;R4P2Z22822;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-SEMUR-01;10.0.85.11;Kyocera;ECOSYS M3655idn;R4P2Z22836;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-SPT-01-CL;10.0.85.9;Kyocera;ECOSYS MA3500cix;H7Q4901466;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-SEORF-01;10.0.85.10;Kyocera;ECOSYS M3655idn;R4P2Z23292;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-CTRAB-01;10.0.85.13;Kyocera;ECOSYS MA3500cix;H7Q4901529;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-ARACATI-01;10.7.85.230;Kyocera;ECOSYS M3655idn;R4P2Z23299;Ceará;;;;;0;;09/09/2025
On;RedEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-FORMIGA-01;10.4.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X41989;Minas Gerais;ARTE - Formiga;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-SESG-01;10.0.85.12;Kyocera;ECOSYS M3655idn;R4P2Y13173;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-SAS-01;10.0.85.14;Kyocera;ECOSYS M3655idn;R4P2Z23303;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-FISCALIZACAO-01-CL;10.0.85.5;Kyocera;ECOSYS MA3500cix;H7Q4100302;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-FISCALIZACAO-01;10.0.85.6;Kyocera;ECOSYS M3655idn;R4P2Z23296;Ceará;;;;;1;;08/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-IGUATU-01;10.5.85.230;Kyocera;ECOSYS M3655idn;R4P3124507;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-RIOMAR-01;10.10.85.230;Kyocera;ECOSYS M3655idn;R4P3124510;Ceará;;;;;0;;09/09/2025
Unknown;Incompatible;NoCountersRecently;NoBillingData;False;Local;MINISTERIO_TRABALHO_EMPREGO_MTE;Kyocera ECOSYS MA5500ifx;amg-90155;Kyocera;ECOSYS MA5500ifx;WDS4X42271;Minas Gerais;;;;;34;;06/08/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;APR-SJOSEPINHAIS-01;10.6.41.18;Kyocera;ECOSYS MA5500ifx;WDS4Z52481;Paraná;;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-PASSOS-01;10.59.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X42021;Minas Gerais;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-RECEPCAO-01;10.0.85.2;Kyocera;ECOSYS M3655idn;R4P2Z19977;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;APR-ARAUCARIA-01;10.13.41.11;Kyocera;ECOSYS MA5500ifx;WDS4Y49561;Paraná;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-UBERABA-SINT;10.50.31.12;Kyocera;ECOSYS MA5500ifx;WDS4X45261;Minas Gerais;GRTE - Uberaba;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-PLANTAOFISCAL-01;10.0.85.7;Kyocera;ECOSYS M3655idn;R4P2Y13353;Ceará;;;;;0;;09/09/2025
Off;OrangeEvent;NoCountersRecently;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-FABRICA-01;10.0.85.4;Kyocera;ECOSYS MA3500cix;H7Q4400570;Ceará;;;;;13;;27/08/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-CAUCAIA-01;10.12.85.230;Kyocera;ECOSYS M3655idn;R4P2Y13594;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;APR-PONTAGROSSA-01;10.8.41.13;Kyocera;ECOSYS MA5500ifx;WDS4Z52471;Paraná;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-MARACANAU-01;10.20.85.230;Kyocera;ECOSYS M3655idn;R4P2Z17515;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-RMKENNEDY-01;10.2.85.230;Kyocera;ECOSYS M3655idn;R4P2Z22475;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-UBERABA-ATENDIMENTO;10.50.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X45252;Minas Gerais;GRTE - Uberaba;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-UBERABA-SGRDESEMPREGO;10.50.31.13;Kyocera;ECOSYS MA3500cix;H7Q4901535;Minas Gerais;GRTE - Uberaba;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-CAMOCIM-01;10.4.85.230;Kyocera;ECOSYS M3655idn;R4P2Y13359;Ceará;;;;;25;;15/08/2025
Off;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;APR-PARANAGUA-01;10.10.41.10;Kyocera;ECOSYS MA5500ifx;WDS4Y49565;Paraná;;;;;1;;08/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-UBERLANDIA-SERT;10.47.31.100;Kyocera;ECOSYS MA5500ifx;WDS4X45264;Minas Gerais;GRTE - Uberlândia;;;;1;;08/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-UBERLANDIA-SEINT;10.47.31.102;Kyocera;ECOSYS MA3500cix;H7Q4901525;Minas Gerais;GRTE - Uberlândia;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GMG-UBERLANDIA-ATENDIMENTO;10.47.31.101;Kyocera;ECOSYS MA5500ifx;WDS4X45263;Minas Gerais;GRTE - Uberlândia;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-MUCURIPE-01;10.21.85.230;Kyocera;ECOSYS M3655idn;R4P2Z17598;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-ARAGUARI-01;10.24.31.11;Kyocera;ECOSYS MA5500ifx;WDS4X45254;Minas Gerais;ARTE - Araguari;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SRJ-SGRDESEMPREGO-01;10.0.21.9;Kyocera;ECOSYS MA5500ifx;WDS5156666;Rio de Janeiro;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-JUAZEIRODNORTE-01;10.19.85.230;Kyocera;ECOSYS M3655idn;R4P2Y13587;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SRJ-SEMUR-01;10.0.21.177;Kyocera;ECOSYS MA5500ifx;WDS5155193;Rio de Janeiro;;;;;0;;09/09/2025
Unknown;Incompatible;CountersEnabled;NoBillingData;False;Local;MINISTERIO_TRABALHO_EMPREGO_MTE;Kyocera ECOSYS MA5500ifx;AMG-90118;Kyocera;ECOSYS MA5500ifx;WDS4X45246;Minas Gerais;;;;;1;;08/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-JUAZEIRODNORTE-CL;10.19.85.231;Kyocera;ECOSYS MA3500cix;H7Q4901547;Ceará;;;;;1;;08/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPR-ADMINISTRACAO-01;10.0.41.210;Kyocera;ECOSYS MA5500ifx;WDS4Y49376;Paraná;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-ITAPIPOCA-01;10.11.85.230;Kyocera;ECOSYS M3655idn;R4P2Z17570;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-PATOSDM-01;10.60.31.12;Kyocera;ECOSYS MA5500ifx;WDS4X45262;Minas Gerais;ARTE - Patos de Minas;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-VARZEALGR-01;10.17.85.230;Kyocera;ECOSYS M3655idn;R4P2Y13349;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SRJ-SEMUR-03;10.0.21.171;Kyocera;ECOSYS MA5500ifx;WDS5155359;Rio de Janeiro;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SRJ-PROTOCOLO-01 ;10.0.21.180;Kyocera;ECOSYS MA5500ifx;WDS5155694;Rio de Janeiro;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SRJ-GABINETE-01;10.0.21.191;Kyocera;ECOSYS MA5500ifx;WDS4Z53523;Rio de Janeiro;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SRJ-SEMUR-02;10.0.21.190;Kyocera;ECOSYS MA5500ifx;WDS5156647;Rio de Janeiro;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-CANINDE-01;10.9.85.230;Kyocera;ECOSYS M3655idn;R4P2Z19921;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-CRATO-01;10.6.85.230;Kyocera;ECOSYS M3655idn;R4P3125035;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;AMG-ITUIUTABA-01;10.17.31.11;Kyocera;ECOSYS MA5500ifx;WDS4940036;Minas Gerais;ARTE - Ituiutaba;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;ACE-LIMOEIRO-01;10.8.85.230;Kyocera;ECOSYS M3655idn;R4P2Z19927;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GCE-SOBRAL-01;10.15.85.230;Kyocera;ECOSYS M3655idn;R4P3125077;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SCE-ATENDIMENTO-01;10.0.85.3;Kyocera;ECOSYS M3655idn;R4P3125014;Ceará;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;APR-PONTAGROSSA-CL;10.8.41.14;Kyocera;ECOSYS MA3500cix;H7Q4701049;Paraná;;;;;0;;09/09/2025
Off;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPR-SEMUR-01;10.0.41.215;Kyocera;ECOSYS MA5500ifx;WDS4Y49383;Paraná;;;;;4;;05/09/2025
Off;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GCE-SOBRAL-CL;10.15.85.231;Kyocera;ECOSYS MA3500cix;H7Q4801354;Ceará;;;;;4;;05/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPR-RDT-01;10.0.41.10;Kyocera;ECOSYS MA5500ifx;WDS4Y49390;Paraná;;;;;27;;13/08/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GRJ-NOVAIGCU-GABINETE;10.46.21.212;Kyocera;ECOSYS MA5500ifx;WDS4Y49577;Rio de Janeiro;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPT-CTPS-01;10.0.41.153;Kyocera;ECOSYS MA3500cix;H7Q4801347;Paraná;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPR-INSPTRAB-01-CL;10.0.41.206;Kyocera;ECOSYS MA3500cix;H7Q4801309;Paraná;;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GRJ-NOVAIGCU-ATEND-01;10.46.21.209;Kyocera;ECOSYS MA5500ifx;WDS4Y49398;Rio de Janeiro;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GRJ-NOVAIGCU-ATEND-02;10.46.21.228;Kyocera;ECOSYS MA5500ifx;WDS4Y49381;Rio de Janeiro;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPR-SGRDESEMPREGO-01;10.0.41.151;Kyocera;ECOSYS MA5500ifx;WDS4Y49396;Paraná;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPR-ATENDIMENTO-01;10.0.41.59;Kyocera;ECOSYS MA5500ifx;WDS4Y49578;Paraná;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;APR-CORNELIOPRCPIO-01;10.23.41.11;Kyocera;ECOSYS MA5500ifx;WDS4Y49384;Paraná;;;;;0;;09/09/2025
Off;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPR-PROTOCOLO-01;10.0.41.154;Kyocera;ECOSYS MA5500ifx;WDS4Z52477;Paraná;;;;;3;;06/09/2025
Off;OrangeEvent;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPR-INSPTRAB-02;10.0.41.205;Kyocera;ECOSYS MA5500ifx;WDS4Y49394;Paraná;;;;;3;;06/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPR-GABINETE-01;10.0.41.212;Kyocera;ECOSYS MA3500cix;H7Q4901470;Paraná;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;SPR-SPT-01;10.0.41.209;Kyocera;ECOSYS MA5500ifx;WDS4Y49554;Paraná;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GPR-LONDRINA-SPT;10.22.41.19;Kyocera;ECOSYS MA3500cix;H7Q4701071;Paraná;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;MINISTERIO_TRABALHO_EMPREGO_MTE;GPR-LONDRINA-PROTOCOLO;10.22.41.12;Kyocera;ECOSYS MA5500ifx;WDS4Y49563;Paraná;;;;;0;;09/09/2025
