Power status;Alerts status;Meters status;Accounting status;In Contract;Connection type;Company;Printer;Printer's address;Manufacturer;Model;Serial;Site;Department;Contact;Asset number;Location;Days without meters;PAT;Last meter
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP049;172.31.26.207;HP;LaserJet Pro MFP 4103fdw;BRBSQ5Q04H;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SUP. LANÇAMENTO E ARRECADAÇÃO ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP026;172.31.24.203;HP;LaserJet Pro MFP 4103fdw;BRBSQ9904H;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;CAD;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP048;172.31.21.204;HP;LaserJet Pro MFP 4103fdw;BRBSQ7H06T;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;CATN 2;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP010;172.31.23.201;HP;LaserJet Pro MFP 4103fdw;BRBSQ980T4;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;AÇÃO FISCAL;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP024;172.31.26.204;HP;LaserJet Pro MFP 4103fdw;BRBSQ760PB;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;CTIR;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP037;172.31.22.203;HP;LaserJet Pro MFP 4103fdw;BRBSQ6B082;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ITBI;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;imp001;172.31.20.201;HP;LaserJet Pro MFP 4103fdw;BRBSQ700T4;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ATENDIMENTO 1 BALCÃO;;;;0;;09/09/2025
On;RedEvent;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP022;172.31.28.201;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D0GM;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;GABINETE;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP029;172.31.24.202;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D0J3;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;CPPL;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP003;172.31.20.203;HP;LaserJet Pro MFP 4103fdw;BRBSQ7H0DV;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ATENDIMENTO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP005;172.31.23.203;HP;LaserJet Pro MFP 4103fdw;BRBSQ7H005;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SALA AUDITORES ;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;SEMFAZ;IMP038;172.31.29.201;HP;LaserJet Pro MFP 4103fdw;BRBSQ7H0C2;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SUAINFO;;;;377;;28/08/2024
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP018;172.31.25.204;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D081;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;TESOURARIA;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP009;172.31.26.203;HP;LaserJet Pro MFP 4103fdw;BRBSQ71049;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;LANÇAMENTO E ARRECADAÇÃO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP017;172.31.20.204;HP;LaserJet Pro MFP 4103fdw;BRBSQ7H06V;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ATENDIMENTO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP025;172.31.25.205;HP;LaserJet Pro MFP 4103fdw;BRBSQ7K09Y;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;CADASTRP MOBILIARIO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP034;172.31.21.203;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D0GS;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP050;172.31.26.208;HP;LaserJet Pro MFP 4103fdw;BRBSQ7510X;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;FOROS;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;SEMFAZ;IMP047;172.31.22.206;HP;LaserJet Pro MFP 4103fdw;BRBSQ7M07L;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SAF-GTEDUC;;;;235;;17/01/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP030;172.31.25.203;HP;LaserJet Pro MFP 4103fdw;BRBSQ7H06M;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;DEO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP046;172.31.25.206;HP;LaserJet Pro MFP 4103fdw;BRBSQ750BR;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SUP. TESOURARIA ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP011;172.31.21.201;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D05B;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;CATN;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP014;172.31.23.204;HP;LaserJet Pro MFP 4103fdw;BRBSQ9904M;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;PLANEJAMENTO FISCAL;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP041;172.31.21.202;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D0HS;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;TARF - CCM ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP008;172.31.22.202;HP;LaserJet Pro MFP 4103fdw;BRBSQ5Q0H4;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SUP.CAD ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP016;172.31.22.201;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D053;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SIMPLES NACIONAL (SALA);;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP044;172.31.23.207;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D0J0;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SALA AUDITORES ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP028;172.31.28.203;HP;LaserJet Pro MFP 4103fdw;BRBSQ7M0CT;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ASSEJUR;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;SEMFAZ;IMP045;172.31.24.23;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D0HV;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ASCOM ;;;;301;;12/11/2024
Off;OrangeEvent;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;HP0B3ABD;172.31.27.205;HP;LaserJet Pro MFP 4103fdw;BRBSQ6F029;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ATEND. SAGAT;;;;4;;05/09/2025
On;RedEvent;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP031;172.31.24.204;HP;Color LaserJet Pro MFP M479fdw;CNCRQ189S5;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;GESCONT (CONTRATOS);;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;SEMFAZ;IMP015;172.31.23.205;HP;LaserJet Pro MFP 4103fdw;BRBSQ750CN;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;;;;;791;;11/07/2023
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP040;172.31.20.205;HP;LaserJet Pro MFP 4103fdw;BRBSQ980PV;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ATENDIMENTO (COORD.) REFAZ ;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;SEMFAZ;imp002;172.31.20.202;HP;LaserJet Pro MFP 4103fdw;BRBSQ980T9;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ATENDIMENTO 1 BALCÃO;;;;754;;17/08/2023
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP020;172.31.26.201;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D0J1;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;CONTROLE E CONCILIAÇÃO ;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP012;172.31.26.202;HP;LaserJet Pro MFP 4103fdw;BRBSQ7105W;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;TRIBUTOS DIVERSOS;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP036;172.31.26.205;HP;LaserJet Pro MFP 4103fdw;BRBSQ7K06Q;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ITBI;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP006;172.31.23.202;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D0HQ;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SUPERINTENDÊNCIA DE FISCALIZAÇÃO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;imp033;172.31.27.201;HP;LaserJet Pro MFP 4103fdw;BRBSQ530XD;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;PROTOCOLO 2;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;HP0A663A;172.31.27.204;HP;LaserJet Pro MFP 4103fdw;BRBSQ6D07K;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SAGT;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP035;172.31.25.202;HP;LaserJet Pro MFP 4103fdw;BRBSQ7M06G;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SEPLANC;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP019;172.31.27.203;HP;LaserJet Pro MFP 4103fdw;BRBSQ7513G;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;CONTABILIDAE;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP027;172.31.27.202;HP;LaserJet Pro MFP 4103fdw;BRBSQ7H060;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;CONTABILIDADE (Sr. Jairo);;;;0;;09/09/2025
On;YellowEvent;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP004;172.31.23.206;HP;LaserJet Pro MFP 4103fdw;BRBSQ7M04P;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;CIME;;;;0;;09/09/2025
Off;OrangeEvent;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP007;172.31.22.205;Canon;G7000;KMLJ16449;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;GEOPROCESSAMENTOS;;;;4;;05/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP032;172.31.24.206;Canon;G7000;KMLJ16471;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ENGENHARIA;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP023;172.31.25.201;Canon;G7000;KMLJ16511;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SUP.SEPLANC;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP042;172.31.28.204;Canon;G7000;KMLJ16506;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;PMAT;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;SEMFAZ;IMP013;172.31.24.27;Canon;G7000;KMLJ16644;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ART;;;;21;;19/08/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP043;172.31.24.207;Canon;G7000;KMLJ16517;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SETMAP;;;;0;;09/09/2025
Off;RedEvent;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP052;172.31.24.208;Canon;G7000;KMLJ16507;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SUP.CAD ;;;;5;;04/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP039;172.31.27.206;Canon;G7000;KMLJ16634;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SAAF2;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersData;NoBillingData;True;Network;SEMFAZ;NPI9814D6;172.31.4.22;HP;LaserJet Professional P1606dn;BRCSF3PJ29;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringRecently;NoCountersData;NoBillingData;True;Network;SEMFAZ;IMPSACC;172.31.26.13;HP;LaserJet Professional P1606dn;BRCSFCDHSC;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringRecently;NoCountersData;NoBillingData;True;Network;SEMFAZ;HPSAAF;172.31.12.56;HP;LaserJet Professional P1606dn;BRCSF5NJ50;SEMFAZ;;;;;-;;-
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP054;172.31.26.206;Canon;G7000;KMLJ16737;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SUP.SACC;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;SEMFAZ;HP04013B;172.31.29.202;HP;Color LaserJet Pro MFP M479fdw;CNCRQ189T0;SEMFAZ;;;;;655;;24/11/2023
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;SEMFAZ;IMP015;172.31.23.205;HP;LaserJet Pro MFP 4103fdw;BRBSQ7M06B;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SUBSTITUIÇÃO TRIBUTARIA;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;True;Network;SEMFAZ;IMP002;172.31.20.202;HP;LaserJet Pro MFP 4103fdw;BRBSQ760KQ;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;ATENDIMENTO 1 BALCÃO;;;;0;;09/09/2025
Off;OrangeEvent;CountersEnabled;NoBillingRecently;False;Network;SEMFAZ;IMP058;172.31.21.205;Canon;G7000;KMLJ16605;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;TARF ;;;;6;;03/09/2025
On;RedEvent;CountersEnabled;BillingEnabled;False;Network;SEMFAZ;IMP053;172.31.29.202;HP;Color LaserJet Pro MFP M479fdw;CNCRQ1K0XF;SEMFAZ - SECRETARIA MUNICIPAL DA FAZENDA;SUP.SUAINFO;;;;0;;09/09/2025
Unknown;NoMonitoringData;NoCountersData;NoBillingRecently;False;Network;SEMFAZ;Canon G7000;172.31.22.204;Canon;G7000;;SEMFAZ;;;;;-;;-
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;SEMFAZ;G7000 series;172.31.24.205;Canon;G7000;KMLJ16735;SEMFAZ;;;;;0;;09/09/2025
Unknown;NoMonitoringData;NoCountersData;BillingEnabled;False;Network;SEMFAZ;HP LaserJet Pro MFP 4101 4102 4103 4104 PCL-6;172.31.23.207;HP;LaserJet Pro MFP 4101 4102 4103 4104 PCL-6;;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringData;NoCountersData;BillingEnabled;False;Network;SEMFAZ;HP LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);172.31.27.204;HP;LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringData;NoCountersData;BillingEnabled;False;Network;SEMFAZ;HP LaserJet Pro MFP 4101 4102 4103 4104 PCL-6;172.31.21.204;HP;LaserJet Pro MFP 4101 4102 4103 4104 PCL-6;;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringData;NoCountersData;BillingEnabled;False;Network;SEMFAZ;HP LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);172.31.26.208;HP;LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringData;NoCountersData;BillingEnabled;False;Network;SEMFAZ;HP LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);172.31.25.202;HP;LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringData;NoCountersData;BillingEnabled;False;Network;SEMFAZ;HP LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);172.31.26.202;HP;LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringData;NoCountersData;BillingEnabled;False;Network;SEMFAZ;HP LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);172.31.22.201;HP;LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringData;NoCountersData;BillingEnabled;False;Network;SEMFAZ;HP LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);172.31.27.205;HP;LaserJet Pro MFP 4101 4102 4103 4104 PCL 6 (V3);;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringData;NoCountersData;BillingEnabled;False;Network;SEMFAZ;Canon G7000;172.31.21.205;Canon;G7000;;SEMFAZ;;;;;-;;-
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;PREVID;Lexmark MX431adw;10.1.1.106;Lexmark;MX431adw;701924310CYPF;Default site;;;;;884;;09/04/2023
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;PREVID;Lexmark MX431adw;10.1.1.102;Lexmark;MX431adw;701924310CYWX;Default site;;;;;883;;10/04/2023
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;PREVID;Lexmark MX431adw;10.1.1.111;Lexmark;MX431adw;701924310CYP5;Default site;;;;;883;;10/04/2023
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;PREVID;Lexmark MX431adw;10.1.1.100;Lexmark;MX431adw;701924310CYP6;Default site;;;;;914;;10/03/2023
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;PREVID;Lexmark MX431adw;10.1.1.112;Lexmark;MX431adw;701924310CYPB;Default site;;;;;883;;10/04/2023
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;PREVID;Epson WF-C5790;10.1.1.247;Epson;WF-C5790;X3B7026732;Default site;;;;;883;;10/04/2023
On;RedEvent;CountersEnabled;NoBillingRecently;True;Network;COREN_DF;GAB_2ANDAR_M6635CIDN_COLOR;192.168.2.21;Kyocera;ECOSYS M6635cidn;RF22Y00046;CONSELHO REGIONAL DE ENFERMAGEM - DF;6º ANDAR;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;COREN_DF;CI_2ANDAR_M3655IDN_PRETO;192.168.2.22;Kyocera;ECOSYS M3655idn;R4P2Z19623;CONSELHO REGIONAL DE ENFERMAGEM - DF;DEIC;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;COREN_DF;Kyocera ECOSYS M3655idn;192.168.0.22;Kyocera;ECOSYS M3655idn;R4P2Z19626;CONSELHO REGIONAL DE ENFERMAGEM - DF;6º ANDAR;;;;97;;04/06/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;COREN_DF;CI_1ANDAR_M3655IDN_PRETO;192.168.2.26;Kyocera;ECOSYS M3655idn;R4P2Z19618;CONSELHO REGIONAL DE ENFERMAGEM - DF;DL;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;COREN_DF;DEGEP_1ANDAR_M3655IDN;192.168.2.27;Kyocera;ECOSYS M3655idn;R4P2Z19620;CONSELHO REGIONAL DE ENFERMAGEM - DF;SETOR LESTE;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;COREN_DF;DEAP_M3655IDN_PRETO;192.168.2.28;Kyocera;ECOSYS M3655idn;R4P2Z19621;CONSELHO REGIONAL DE ENFERMAGEM - DF;DEAP;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;COREN_DF;CI_SS1_M3655IDN_PRETO;192.168.2.24;Kyocera;ECOSYS M3655idn;R4P2Z19565;CONSELHO REGIONAL DE ENFERMAGEM - DF;DEFIN;;;;0;;09/09/2025
Unknown;NoMonitoringData;NoCountersData;NoBillingData;True;Network;COREN_DF;Brother MFC-L6902DW;192.168.0.35;Brother;MFC-L6902DW;U64210F8N779948;Default site;;;;;-;;-
Unknown;NoMonitoringData;NoCountersData;NoBillingData;True;Network;COREN_DF;Brother MFC-8890DW;192.168.0.21;Brother;MFC-8890DW;A0J318997;Default site;;;;;-;;-
Unknown;NoMonitoringData;NoCountersData;NoBillingData;False;Network;COREN_DF;Brother DCP-8157DN;192.168.0.30;Brother;DCP-8157DN;U63264L3N592998;Default site;;;;;-;;-
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;COREN_DF;Kyocera ECOSYS M6230cidn;192.168.0.21;Kyocera;ECOSYS M6230cidn;REZ3601926;CONSELHO REGIONAL DE ENFERMAGEM - DF;SETOR LESTE;;;;88;;13/06/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;COREN_DF;CI_SS1_MA5500IFX_PRETO;192.168.2.25;Kyocera;ECOSYS MA5500ifx;WDS4939964;Default site;;;;;2;;07/09/2025
On;OrangeEvent;CountersEnabled;NoBillingRecently;False;Network;COREN_DF;CI_1ANDAR_MA3500CIX_COLOR;192.168.2.23;Kyocera;ECOSYS MA3500cix;H7Q4901640;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;DRSOFTWARE_SHOWROOM;Santos Dumont - Imp de Teste;172.16.0.123;Kyocera;ECOSYS MA5500ifx;WDS3910782;Sala Santos Dumont;Santos Dumont;;;Sala de reunião;104;;28/05/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;DRSOFTWARE_SHOWROOM;testesys;KMDC1531;Kyocera;ECOSYS M2040dn;VR92403103;Default site;;;;;1;;08/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;DRSOFTWARE_SHOWROOM;Epson WF-C5890;172.16.0.160;Epson;WF-C5890;XBJZ021956;Default site;;;;;246;;06/01/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;DRSOFTWARE_SHOWROOM;Epson WF-C878R;172.16.0.123;Epson;WF-C878R;X6G9005419;Default site;;;;;166;;27/03/2025
Off;OrangeEvent;CountersEnabled;BillingEnabled;False;Network;DRSOFTWARE_SHOWROOM;Epson WF-M5899;172.16.0.195;Epson;WF-M5899;XC75010297;Default site;;;;;4;;05/09/2025
On;OrangeEvent;CountersEnabled;BillingEnabled;False;Network;DRSOFTWARE_SHOWROOM;Xerox VersaLink C415;172.16.0.33;Xerox;VersaLink C415;YCQ146738;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;FUNASAMS_DR;Kyocera ECOSYS M2040dn;10.67.20.73;Kyocera;ECOSYS M2040dn;VR92805670;FUNDAÇÃO NACIONAL DE SAÚDE;RH;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;FUNASAMS_DR;Kyocera ECOSYS M2040dn;10.67.20.74;Kyocera;ECOSYS M2040dn;VR92805656;FUNDAÇÃO NACIONAL DE SAÚDE;SESAM;;;;0;;09/09/2025
Off;OrangeEvent;CountersEnabled;NoBillingRecently;True;Network;FUNASAMS_DR;Kyocera ECOSYS M2040dn;10.67.20.70;Kyocera;ECOSYS M2040dn;VR92805664;FUNDAÇÃO NACIONAL DE SAÚDE;DIESP;;;;4;;05/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;FUNASAMS_DR;Kyocera TASKalfa 2554ci;10.67.20.82;Kyocera;TASKalfa 2554ci;H5T2700108;FUNDAÇÃO NACIONAL DE SAÚDE;PROTOCOLO;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;FUNASAMS_DR;Kyocera ECOSYS M2040dn;10.67.20.33;Kyocera;ECOSYS M2040dn;VR92805662;FUNDAÇÃO NACIONAL DE SAÚDE;DIADM;;;;1;;08/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;True;Network;FUNASAMS_DR;Kyocera ECOSYS M2040dn;10.67.20.39;Kyocera;ECOSYS M2040dn;VR92805759;FUNDAÇÃO NACIONAL DE SAÚDE;;;;;308;;05/11/2024
On;NoEvents;CountersEnabled;NoBillingRecently;True;Network;FUNASAMS_DR;Kyocera ECOSYS M2040dn;10.67.20.64;Kyocera;ECOSYS M2040dn;VR92805659;FUNDAÇÃO NACIONAL DE SAÚDE;CONVÊNIO;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;BillingEnabled;True;Network;FUNASAMS_DR;Kyocera ECOSYS M2040dn;10.67.35.50;Kyocera;ECOSYS M2040dn;VR92805651;FUNDAÇÃO NACIONAL DE SAÚDE;;;;;4;;05/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;True;Network;CENTRO_DE_PREPARACAO_OFICIAIS_RESERVA_SP;Xerox VersaLink C505;10.12.66.64;Xerox;VersaLink C505;3RB708181;CENTRO DE PREPARAÇÃO DE OFICIAIS DA RESERVA E COLÉGIO MILITAR DE SÃO PAULO;S.T.E;;;;742;;29/08/2023
